SN,A_Indep_Front,A_RollSpeed_Front,A_R2R2W_Front,KM_Front,KM_DEV_Front,A_Indep_Rear,A_RollSpeed_Rear,A_R2R2W_Rear,KM_Rear,KM_DEV_Rear,TR_PWM_SLOP_FRONT,TR_PWM_OFFSET_FRONT,R2_Front,TR_AccuENC_RATIO_FRONT,TR_PWM_SLOP_REAR,TR_PWM_OFFSET_REAR,R2_Rear,TR_AccuENC_RATIO_REAR,status
DRW091810261,0.28112,0.00049,84.572985,0.041696,0.011685,0.299085,0.00075,81.430751,0.041929,0.041475,1.364968,-31.441646999999996,0.999999,9.076367,1.391651,-41.463757,0.999997,9.178252,P
DRW091810271,0.43666099999999997,0.000795,91.58621,0.042929,0.06526900000000001,0.377336,0.000597,78.808651,0.042303,0.05843,1.3742459999999999,-34.882793,0.9999899999999999,9.074663,1.397015,-43.16063,0.999999,9.178157,P
DRW091810281,0.294271,0.000867,94.741703,0.042294,0.061911,0.226318,0.000819,91.547314,0.041637,0.0421,1.3627120000000001,-37.615010999999996,0.9999969999999999,9.075766,1.391332,-39.569083,0.999982,9.177792,P
DRW091810291,0.31438699999999997,0.000733,94.863366,0.041622,0.055221000000000006,0.31831,0.000763,50.330867,0.041222,0.053525,1.372801,-33.732539,0.9999889999999999,9.074649,1.386273,-41.317049,0.999995,9.178911,P
DRW091810301,0.330071,0.000634,123.42966299999999,0.041463,0.034521,0.32352600000000004,0.000528,103.211124,0.041719,0.040377,1.37107,-33.0725,0.999999,9.074938,1.394709,-45.785887,0.999999,9.172964,P
DRW091810311,0.424997,0.001126,109.292708,0.041593,0.051171,0.263092,0.000558,105.293422,0.041371,0.031639999999999995,1.375702,-34.765308000000005,1.0,9.074346,1.3910790000000002,-42.133121,1.0,9.173218,P
DRW091810321,0.617704,0.001116,118.581942,0.042819,0.026179,0.39259,0.0007070000000000001,59.541203,0.041744,0.060122,1.379018,-35.278503,0.99997,9.076601,1.386498,-40.207248,0.999996,9.178004,P
DRW091810331,0.32956799999999997,0.0008269999999999999,94.115158,0.042161,0.048462,0.392873,0.000479,73.94159300000003,0.041739,0.038572,1.372839,-34.37877,0.999991,9.074308,1.38092,-45.632586,0.999997,9.175649,P
DRW091810341,0.359923,0.000553,60.064761,0.041861,0.039668,0.327987,0.000545,48.441947,0.041741,0.020684,1.346694,-24.070301999999998,0.999991,9.074451,1.390308,-37.661921,0.999997,9.175996,P
DRW091810351,0.38154,0.000503,87.910916,0.042196,0.04263,0.341846,0.000618,75.525749,0.04198,0.031329,1.350781,-35.094914,0.9999889999999999,9.073614,1.390391,-48.201368,0.999993,9.171349,P
DRW091810361,0.592675,0.000901,64.27510500000001,0.041983,0.039885,0.382451,0.00055,45.830896,0.041453,0.057187,1.3728690000000001,-23.529363,0.99995,9.073592,1.381379,-41.332948,0.999973,9.170522,P
DRW091810371,0.39710100000000004,0.000641,86.44245500000001,0.041968,0.036854000000000005,0.313649,0.000491,74.992356,0.041931,0.022456,1.3666280000000002,-27.402527000000003,0.999992,9.075516,1.407451,-47.484976,0.999921,9.176809,P
DRW091810381,0.276379,0.000675,100.863732,0.041758,0.044472000000000005,0.343673,0.0006389999999999999,79.961407,0.041611,0.049835,1.366886,-34.763484999999996,0.9999889999999999,9.075365,1.3992440000000002,-42.655734,0.999999,9.17608,P
DRW091810391,0.35679,0.000731,97.00622,0.041885000000000006,0.05195,0.305677,0.000403,63.25451,0.041507,0.02816,1.3525049999999998,-40.716149,1.0,9.074919,1.360011,-47.654524,0.999954,9.176454,P
DRW091810401,0.31066900000000003,0.000398,86.968114,0.041613,0.015436000000000004,0.322372,0.000602,77.49633,0.041746,0.029199,1.3658569999999999,-32.708342,0.9999950000000001,9.074851,1.376051,-40.393329,1.0,9.173511,P
DRW091810411,0.279316,0.000379,79.213199,0.041736,0.010592,0.333313,0.0005139999999999999,91.589304,0.042067,0.008343999999999999,1.362999,-34.180175,0.999999,9.075661,1.381599,-42.280663,1.0,9.174995,P
DRW091810421,0.422724,0.000749,65.46156500000001,0.042535,0.072359,0.38229,0.000714,69.26769399999999,0.04196,0.051622,1.371437,-29.389878999999997,0.99998,9.07433,1.393518,-39.958595,0.999994,9.176255,P
DRW091810431,0.412833,0.000617,65.657595,0.041707,0.055371,0.35115,0.000592,58.751446,0.041488,0.030297,1.35269,-40.77264,0.999991,9.075379,1.395687,-40.313897,0.999979,9.175656,P
DRW091810441,0.283528,0.000557,118.89145800000001,0.042035,0.034024,0.362182,0.000521,75.25071,0.041812,0.044444,1.35401,-37.26688,0.9999959999999999,9.050892,1.387442,-32.613388,0.999999,9.176032,P
DRW091810451,0.387331,0.000533,114.433148,0.042181,0.036922,0.29584,0.000469,57.03700799999999,0.041795,0.029954,1.360156,-35.129836,0.999977,9.075238,1.3710440000000002,-40.147583,0.999984,9.174829,P
DRW091810481,0.49271000000000004,0.0005099999999999999,41.050362,0.04175,0.035101,0.352901,0.000763,98.8863,0.041715,0.029207,1.36372,-27.741827,0.999923,9.079687,1.39345,-56.489639,0.999943,9.19371,P
DRW091810491,0.40736999999999995,0.000826,116.081947,0.042084,0.063873,0.5627270000000001,0.000477,78.967773,0.042189,0.02755,1.3564459999999998,-34.380775,0.999999,9.076832,1.381819,-46.680709,0.999975,9.177452,P
DRW091810501,0.431281,0.000813,69.452232,0.041869,0.072674,0.331871,0.000534,119.893047,0.041895,0.045851,1.353683,-33.003687,0.999999,9.074305,1.38708,-38.536087,0.999996,9.176053,P
DRW091810511,0.410637,0.000723,88.32364100000001,0.04072,0.022646,0.326314,0.000604,106.578339,0.041094,0.033692,1.346207,-29.807771999999996,0.999973,9.075649,1.385718,-43.738105,0.999999,9.175668,P
DRW091810521,0.301879,0.00040199999999999996,117.257687,0.041538,0.008689,0.321326,0.000739,115.55419,0.041274,0.047322,1.360498,-37.467286,0.999984,9.075157,1.373723,-40.424922,0.999994,9.176927,P
DRW091810531,0.35718099999999997,0.000692,74.279287,0.041243,0.037977,0.300136,0.000525,129.24891499999998,0.042107,0.025808,1.360793,-35.975951,0.999994,9.076493,1.388054,-42.72238400000001,0.999999,9.178242,P
DRW091810541,0.339928,0.000675,78.021878,0.041127,0.034141000000000005,0.340994,0.000697,66.782947,0.041382,0.056329,1.37087,-37.370016,0.9999959999999999,9.075304,1.381825,-43.233406,0.999999,9.177707,P
DRW091810551,0.300929,0.000534,64.54539399999999,0.042052,0.031052,0.380499,0.000719,90.328809,0.041655000000000005,0.053637,1.36966,-37.940674,0.9999889999999999,9.076009,1.407059,-39.756495,0.999978,9.176613,P
DRW091810561,0.33792300000000003,0.0005200000000000001,91.886444,0.042177,0.034945,0.383842,0.00062,94.693193,0.041891000000000005,0.029543,1.338042,-43.120999,0.999948,9.075634,1.406592,-41.968013,0.999998,9.178547,P
DRW091810571,0.380292,0.000798,52.874401,0.042719,0.047795,0.313705,0.000467,106.516015,0.041578,0.029985,1.36798,-33.888401,0.999994,9.07513,1.395539,-46.392856,0.999996,9.178864,P
DRW091810021,0.574152,0.0007570000000000001,71.371539,0.041814,0.0562,0.38578,0.000612,99.56898,0.041844,0.037724,1.371629,-38.421665999999995,0.999999,9.076148,1.379794,-43.899176,0.999989,9.17657,P
DRW091810051,0.439914,0.000679,75.186397,0.04276,0.027807,0.462406,0.00063,56.720089,0.042606,0.030878,1.3751639999999998,-37.436465000000005,0.999966,9.075818,1.396411,-59.138972,0.999969,9.176791,F
DRW091810061,0.341573,0.00042800000000000005,90.997677,0.042692,0.021711,0.343371,0.0006580000000000001,97.040143,0.042692,0.039099,1.380552,-39.002415,0.9999979999999999,9.075724,1.396305,-46.049028,0.99999,9.177991,P
DRW091810581,0.365311,0.00063,112.207528,0.041173,0.022034,0.289992,0.000675,84.94592800000002,0.041625,0.053649,1.331906,-43.350049,0.9999969999999999,9.075365,1.3927889999999998,-39.739089,0.99998,9.175686,P
DRW091810591,0.354273,0.000516,86.14586899999999,0.041559,0.055119000000000015,0.400848,0.000671,55.88602,0.040917,0.03779,1.342705,-38.442505,0.999991,9.076603,1.403619,-39.600641,1.0,9.176803,P
DRW091810601,0.35446500000000003,0.000606,59.851934,0.041455,0.046461,0.449144,0.000594,102.78967,0.040995,0.046796,1.355156,-40.70552,0.999999,9.076989,1.383678,-37.18732,1.0,9.181652,F
DRW091810611,0.341492,0.000556,107.92624199999999,0.042229,0.039933,0.417533,0.0005690000000000001,61.831466000000006,0.041677,0.06248,1.3344850000000001,-35.164909,0.9999969999999999,9.075641,1.401278,-41.96405,0.999987,9.177719,P
DRW091810621,0.360795,0.000458,88.947424,0.041829000000000005,0.048898,0.342739,0.000628,85.373349,0.041532,0.029637,1.3413540000000002,-43.197577,0.999948,9.075987,1.396022,-42.817588,0.999989,9.178533,P
DRW101810011,0.33962600000000004,0.000705,74.694665,0.04139,0.05884,0.31145500000000004,0.000787,99.965903,0.040943,0.061451,1.3543610000000001,-44.141126,0.999999,9.075795,1.4028969999999998,-42.965284,0.999999,9.177208,P
DRW101810021,0.335554,0.000439,104.315148,0.041895,0.012409,0.339471,0.000445,107.119356,0.041172,0.00661,1.3385120000000001,-38.148538,0.9999959999999999,9.075251,1.387231,-42.977414,0.999998,9.175037,P
DRW101810031,0.356252,0.000452,114.467624,0.041652,0.004921,0.410929,0.000614,81.618605,0.041835,0.06163200000000001,1.358459,-36.691122,0.9999899999999999,9.075812,1.403706,-40.65995,0.999998,9.174797,F
DRW101810041,0.36949299999999996,0.000584,67.39921600000001,0.041993,0.0531,0.384947,0.00045,71.814763,0.040541,0.008891,1.349089,-36.11513,0.999994,9.076747,1.393024,-42.787789,1.0,9.177017,P
DRW101810051,0.306059,0.0005679999999999999,84.970128,0.041203,0.017825,0.299822,0.000505,114.276345,0.041895,0.01835,1.37048,-42.498381,0.999973,9.076098,1.377703,-39.619183,0.999979,9.176721,P
DRW101810061,0.361996,0.000522,66.25927800000001,0.04154,0.023254,0.366332,0.000496,92.705816,0.042135,0.018578,1.353451,-40.413771000000004,0.999992,9.075422,1.396195,-47.144864,0.999998,9.179484,P
DRW101810071,0.38211799999999996,0.0008060000000000001,67.496127,0.041718,0.072056,0.341929,0.000617,68.262788,0.041144,0.014226,1.348179,-38.259484,0.9999969999999999,9.077199,1.3924040000000002,-40.867415,0.999992,9.176339,P
DRW101810081,0.416567,0.000479,74.347356,0.04202,0.024878,0.291461,0.00036,91.378798,0.041823,0.018819,1.352684,-31.381276,1.0,9.07576,1.395996,-39.48969500000001,0.99998,9.178499,P
DRW101810091,0.387676,0.0006230000000000001,96.751734,0.041117,0.046708,0.433523,0.00055,83.063417,0.041586,0.045512,1.348437,-28.118367,0.999994,9.076261,1.388718,-40.352821,0.999966,9.177754,P
DRW101810101,0.246716,0.000412,96.840688,0.042105,0.037504,0.399158,0.000496,110.481267,0.041393,0.020693,1.3318780000000001,-43.95446,0.9999959999999999,9.076007,1.393658,-41.826678,0.999999,9.179236,P
DRW101810111,0.376666,0.00045999999999999996,98.677008,0.041909,0.020054,0.35982,0.000662,61.35564399999999,0.041769,0.023002,1.345336,-32.884017,0.999999,9.075749,1.390325,-42.953044,0.999951,9.178173,P
DRW101810121,0.48410200000000003,0.000516,65.42974,0.041363,0.035758,0.357387,0.0006259999999999999,64.184383,0.040785,0.038232,1.346273,-39.252188000000004,1.0,9.076241,1.389966,-43.890334,0.999997,9.176882,P
DRW101810131,0.49784700000000004,0.000621,74.99301899999999,0.040913,0.055233,0.379869,0.000621,63.155058,0.041296,0.052484,1.346826,-25.467168,0.999984,9.076124,1.3950360000000002,-40.872379,0.999981,9.17563,P
DRW101810141,0.329782,0.000788,67.801001,0.041536,0.021614,0.3469,0.000592,77.875904,0.04077,0.006762000000000001,1.350667,-39.384396,0.9999969999999999,9.075029,1.392559,-45.598414,0.999994,9.177147,P
DRW101810151,0.30659000000000003,0.000692,109.30033200000001,0.041899,0.02354,0.32948,0.000679,98.034882,0.040922,0.028734,1.3377940000000001,-46.00622,0.9999889999999999,9.075868,1.397787,-42.52014000000001,0.999982,9.175019,P
DRW101810161,0.39052800000000004,0.000782,89.832655,0.041022,0.0187,0.34241900000000003,0.000643,79.73786199999998,0.041362,0.040031,1.366275,-34.847242,0.999992,9.075525,1.398722,-44.589747,0.999981,9.177799,P
DRW101810171,0.32963899999999996,0.00038199999999999996,105.157063,0.041805,0.013378,0.451345,0.000781,68.490533,0.041911,0.058206,1.33433,-37.22852,0.999999,9.075425,1.399731,-47.301408,0.999999,9.178311,P
DRW101810181,0.42609300000000006,0.000434,87.013198,0.041235,0.019373,0.419438,0.000392,85.346277,0.040824,0.020765,1.352482,-45.580958,0.999994,9.075341,1.394247,-40.062318,1.0,9.178103,P
DRW101810191,0.38864099999999996,0.000721,34.003765,0.040835,0.042541,0.446669,0.000641,37.295838,0.041084,0.044962,1.341891,-34.600477000000005,0.999977,9.076211,1.38558,-39.000097,1.0,9.176436,P
DRW101810201,0.406557,0.000968,99.858164,0.041995,0.049883,0.360789,0.000549,80.62895,0.041183,0.031045,1.356718,-32.982409000000004,0.9999879999999999,9.075641,1.391191,-45.609926,0.999974,9.177797,P
DRW101810211,0.357191,0.0009019999999999999,99.761916,0.0416,0.06221,0.5356529999999999,0.0008820000000000002,24.233405,0.040885000000000005,0.049043,1.344571,-35.006997,0.999993,9.075213,1.392806,-42.419069,0.999995,9.176524,P
DRW101810221,0.410789,0.000731,87.156851,0.041439,0.032325,0.369996,0.000621,115.359486,0.041203,0.017832,1.3342379999999998,-24.627152,0.999973,9.076313,1.385982,-43.12004500000001,0.999995,9.179375,P
DRW101810231,0.44947200000000004,0.000664,70.770741,0.041746,0.020312,0.592043,0.000737,84.20644899999998,0.041759,0.036149,1.3567930000000001,-34.417856,1.0,9.076156,1.388104,-45.970691,1.0,9.180096,P
DRW101810241,0.30380999999999997,0.00066,100.90307,0.04186,0.026739,0.472025,0.00046,87.151547,0.041413,0.037668,1.34233,-24.506754,0.9999969999999999,9.076045,1.393703,-41.346733,1.0,9.177601,P
DRW101810251,0.500495,0.0005009999999999999,71.30358100000001,0.04135,0.037178,0.423423,0.00085,95.990375,0.041760000000000005,0.049038,1.373102,-31.364918,0.999999,9.076142,1.396622,-42.976599,0.999972,9.196008,P
DRW101810261,0.475369,0.000576,83.614159,0.041105,0.043086,0.22613200000000006,0.000512,77.34505300000002,0.040643,0.04868,1.3279940000000001,-37.826638,0.999958,9.076187,1.378511,-42.057097,0.999965,9.176115,P
DRW101810271,0.361754,0.000749,84.90239,0.042164,0.037741,0.33881999999999995,0.000597,106.9925,0.042429,0.018461,1.340533,-39.470391,0.99998,9.075761,1.390766,-39.662818,1.0,9.177461,P
DRW101810281,0.480599,0.000641,43.006577,0.041996,0.016432,0.33733,0.000545,41.787632,0.040583,0.028465,1.3444559999999999,-38.859521,0.9999809999999999,9.075457,1.391815,-44.18507,0.999999,9.176848,P
DRW101810291,0.42855,0.000676,73.312616,0.041527,0.057154,0.456278,0.00055,108.14835,0.04177,0.018346,1.346771,-35.153657,0.99995,9.075463,1.393482,-44.214193,0.999989,9.174825,P
DRW101810331,0.316404,0.000607,111.26770900000001,0.042198,0.061739,0.370532,0.000545,60.733519,0.04157,0.030037,1.339644,-37.94924,0.9999979999999999,9.075512,1.388532,-44.227077,0.999989,9.177863,P
DRW111810211,0.617501,0.001134,66.38293,0.041855,0.07823,0.52032,0.000625,41.034118,0.041053,0.042024,1.387229,-23.816988000000002,0.999984,9.074091,1.385217,-41.436509,0.999996,9.176461,P
DRW101810341,0.420234,0.000723,106.64066100000001,0.041194,0.055889,0.333149,0.000405,115.86061200000002,0.041598,0.011746,1.345394,-37.82775,0.999999,9.075432,1.397169,-44.435727,0.999999,9.178668,P
DRW101810351,0.53808,0.0007830000000000001,76.430981,0.041711,0.047974,0.355106,0.000657,93.590715,0.041063,0.034345999999999995,1.323232,-34.677651000000004,0.999984,9.075501,1.4104290000000002,-41.92298,0.999993,9.1766,P
DRW101810361,0.34629,0.0009400000000000001,93.324737,0.041481,0.031073000000000007,0.369707,0.000439,112.252171,0.041377,0.020335,1.325175,-38.277405,0.999985,9.075728,1.390609,-38.587757,0.999997,9.174907,P
DRW101810371,0.44599700000000003,0.0007639999999999999,67.180975,0.041171,0.055616,0.449438,0.0008900000000000002,43.051442,0.040927,0.04187,1.3521,-34.274913,0.999974,9.075778,1.398716,-40.037143,0.999993,9.177067999999998,P
DRW101810381,0.299699,0.000679,71.443035,0.041688,0.019178,0.351796,0.000746,50.695081,0.041131,0.044374,1.342877,-37.085190999999995,0.999964,9.076286,1.398465,-46.692911,0.99999,9.176842,P
DRW101810301,0.383759,0.000992,52.450626,0.040991,0.054365,0.349237,0.0007019999999999999,64.272233,0.041242,0.026647000000000004,1.336254,-36.938672,0.9999950000000001,9.076633,1.397104,-43.909118,0.999964,9.177954,P
DRW101810391,0.452891,0.00043200000000000004,71.705477,0.042311,0.014730000000000004,0.321112,0.000495,133.284556,0.041397,0.009521,1.339907,-40.984322999999996,1.0,9.076448,1.399961,-43.424542,0.99999,9.176482,P
DRW101810401,0.296729,0.00053,75.59105600000001,0.042262,0.03686,0.383236,0.000615,44.17823,0.04094,0.041761,1.36971,-38.961553,1.0,9.076109,1.395826,-43.652921,1.0,9.178721,P
DRW101810411,0.402186,0.000708,111.814251,0.041023,0.026245,0.249648,0.00079,89.84392700000002,0.041323,0.073947,1.379683,-36.702714,0.9999899999999999,9.07547,1.402442,-43.434691,0.99997,9.178226,P
DRW101810311,0.5360689999999999,0.000642,76.048866,0.041213,0.057962,0.377646,0.00057,45.208881,0.041013,0.030646,1.335128,-39.334469,0.9999889999999999,9.075143,1.398682,-43.574039,0.999975,9.177158,P
DRW101810321,0.340265,0.000697,80.199649,0.041243,0.025347,0.316715,0.000772,84.043127,0.040972,0.028504,1.363609,-35.982246999999994,0.9999969999999999,9.074376,1.394154,-40.421509,0.999987,9.176428,P
DRW101810421,0.270802,0.000407,89.230088,0.04098,0.012018,0.344233,0.000404,95.586822,0.040995,0.010644,1.343081,-37.933679,0.9999950000000001,9.076196,1.408755,-39.255042,0.999999,9.178441,P
DRW101810431,0.32025,0.000481,111.055104,0.040895,0.010239,0.402371,0.0004,121.842523,0.040876,0.027563,1.3687610000000001,-33.812131,0.999999,9.07599,1.408291,-44.641817,0.999963,9.178578,P
DRW101810451,0.357143,0.0009029999999999999,80.701217,0.040976,0.092809,0.336908,0.000594,125.305764,0.042218,0.043476,1.363421,-34.722229,1.0,9.075835,1.418197,-42.019934,0.999997,9.176623,P
DRW101810441,0.302899,0.000553,112.74766100000001,0.041026,0.026523,0.346481,0.000697,107.607885,0.04158,0.045227,1.373665,-34.944189,0.9999979999999999,9.07502,1.424635,-40.651207,0.999946,9.173909,P
DRW101810461,0.279534,0.00048600000000000005,126.928596,0.042144,0.012745,0.240079,0.000445,82.441513,0.041812,0.013024,1.370631,-38.273859,1.0,9.075637,1.393868,-45.756466,0.999976,9.177824,P
DRW101810471,0.276431,0.000596,124.690821,0.042381,0.037372,0.423442,0.000599,77.214439,0.041451,0.044316,1.370435,-36.29419,0.999999,9.075665,1.396488,-37.43816500000001,0.99999,9.178424,P
DRW101810481,0.33734200000000003,0.0007570000000000001,116.114324,0.041474,0.045185,0.317925,0.000643,83.78013299999998,0.041874,0.071022,1.3605770000000001,-34.906695,0.999984,9.076603,1.396549,-42.269623,1.0,9.178402,P
DRW101810491,0.343093,0.000481,44.200109000000005,0.041760000000000005,0.034151999999999995,0.345483,0.000525,54.27899,0.041667,0.032921,1.3594620000000002,-41.699412,0.9999889999999999,9.076524,1.395844,-41.887728,0.999999,9.177725,P
DRW101810501,0.329025,0.000533,92.183362,0.042197000000000005,0.025531,0.38715,0.00055,57.673389,0.042007,0.032816000000000005,1.366205,-40.037971,0.999999,9.076112,1.402617,-47.088077,0.999993,9.179521,P
DRW101810511,0.38345100000000004,0.000599,74.195527,0.041612,0.053391,0.36561,0.000605,45.400713,0.040798,0.050628,1.354331,-42.593379999999996,1.0,9.076325,1.393482,-40.950537,0.999997,9.178892,P
DRW101810521,0.368798,0.000601,74.888816,0.041466,0.049652,0.429655,0.000459,29.915856,0.041369,0.036104,1.3732719999999998,-35.669368,1.0,9.077042,1.391212,-43.711764,0.999975,9.175758,P
DRW101810531,0.45788199999999996,0.000466,54.329820999999995,0.041707,0.029322000000000008,0.372344,0.0006889999999999999,49.591719,0.041958,0.052373,1.372003,-41.681113,0.9999950000000001,9.076233,1.397612,-44.604841,0.999992,9.180269,P
DRW101810541,0.339677,0.0005769999999999999,94.349753,0.041328,0.045001,0.376139,0.000691,71.106667,0.041775,0.049402,1.359466,-39.373261,0.9999879999999999,9.076617,1.397018,-39.338284,0.999977,9.178772,P
DRW101810551,0.334251,0.0006349999999999999,106.56143200000001,0.040869,0.056648,0.264617,0.000642,86.252945,0.041247000000000006,0.050531,1.370496,-42.441522,0.9999979999999999,9.075033,1.400019,-42.471213,0.999999,9.178617,P
DRW101810561,0.354648,0.0008210000000000001,56.386483,0.041097,0.06543500000000001,0.257823,0.000699,72.386831,0.041744,0.038511,1.342341,-38.587709999999994,0.9999610000000001,9.076193,1.391178,-37.218646,0.999994,9.179511,P
DRW101810571,0.347418,0.000837,91.680911,0.041643,0.03258,0.375389,0.0005610000000000001,40.233421,0.042325,0.015192,1.342792,-34.439129,0.999986,9.075835,1.396146,-40.34478,1.0,9.178741,P
DRW101810581,0.28922,0.000553,123.232968,0.041356,0.007606,0.339343,0.000717,71.78536899999997,0.040784,0.047408,1.3498860000000001,-34.309304,0.999999,9.075423,1.396954,-42.348836,0.999943,9.179161,P
DRW101810591,0.359006,0.000674,132.119866,0.040907,0.03467,0.5440149999999999,0.000791,18.692839000000006,0.041639,0.050325,1.310957,-41.117719,1.0,9.075766,1.382339,-41.392886,1.0,9.178837,P
DRW101810601,0.325734,0.000802,124.82718,0.041663,0.050743,0.335801,0.000875,95.601077,0.041789,0.07861900000000001,1.331987,-37.627922999999996,0.9999959999999999,9.075717,1.390352,-46.214374,0.999967,9.177815,P
DRW101810611,0.375952,0.000558,94.164331,0.041637,0.05856,0.302902,0.000659,73.151505,0.041694,0.013672,1.3217370000000002,-38.627804,1.0,9.076372,1.391897,-44.442499,0.999989,9.17841,P
DRW101810621,0.362679,0.000576,123.08147,0.040914,0.041734,0.40232,0.000625,74.221384,0.042187,0.044618,1.336917,-41.840827000000004,1.0,9.076007,1.387284,-38.305661,0.999996,9.178017,P
DRW101810641,0.316075,0.000712,96.669188,0.041418,0.047588,0.343407,0.000906,96.395475,0.041947000000000005,0.056624,1.314347,-41.129793,0.9999979999999999,9.074876,1.38208,-45.141332,0.999985,9.177663,P
DRW101810651,0.356296,0.0009939999999999999,41.610828000000005,0.041452,0.069436,0.325492,0.0008119999999999999,49.888859,0.041023,0.050007,1.3433389999999998,-39.784115,0.999984,9.075733,1.387956,-39.972196,0.999993,9.178545,P
DRW101810661,0.379273,0.000662,71.251092,0.041111,0.045018,0.31766700000000003,0.0006360000000000001,85.233233,0.041268,0.055445,1.330465,-40.230845,0.9999899999999999,9.076088,1.393583,-40.193656,1.0,9.176672,P
DRW101810671,0.346425,0.000713,59.92961700000001,0.040913,0.055993,0.284421,0.000513,58.99896999999999,0.041115,0.009223,1.3278020000000001,-35.893491999999995,1.0,9.075817,1.377479,-43.341545,0.999999,9.176889,F
DRW101810681,0.30866,0.0008880000000000001,107.12355600000001,0.041622,0.056772,0.370026,0.000713,73.075701,0.041851,0.058467,1.348961,-34.280742,0.9999610000000001,9.07612,1.396054,-41.245634,0.999999,9.176229,P
DRW101810691,0.324047,0.000523,79.291213,0.041306,0.03217,0.260683,0.000642,73.673516,0.041375,0.034079000000000005,1.352372,-40.707888,0.9999979999999999,9.07645,1.394567,-42.063275,0.999964,9.177764,P
DRW101810701,0.361526,0.000712,88.849299,0.042645,0.036201,0.413336,0.000713,58.792,0.041392,0.03608,1.3545639999999999,-35.608715000000004,1.0,9.075821,1.398842,-40.607891,1.0,9.178863,P
DRW101810711,0.350121,0.000958,97.62801400000001,0.041571,0.064983,0.335958,0.000776,66.65167,0.041347,0.063641,1.367413,-33.191512,1.0,9.075875,1.406308,-40.22991500000001,0.999998,9.176642,P
DRW101810721,0.343557,0.000638,102.320257,0.041665,0.059531,0.30085100000000004,0.00066,81.581255,0.042095,0.019495,1.3447879999999999,-40.241894,0.999994,9.076433,1.394094,-41.780089,0.99998,9.17547,P
DRW101810731,0.33262800000000003,0.00067,97.800175,0.041671,0.064611,0.338025,0.000638,74.17375799999998,0.041291,0.01138,1.361227,-35.90504,0.9999959999999999,9.074637,1.402415,-45.416907,0.999941,9.175069,P
DRW101810741,0.295543,0.0008359999999999999,86.99319799999999,0.042008,0.066075,0.34089400000000003,0.000628,64.522851,0.041814,0.052115,1.341186,-39.707060999999996,0.999983,9.075223,1.388749,-38.350254,0.999995,9.173215,P
DRW101810761,0.303419,0.0006519999999999999,61.134861,0.042057,0.038936,0.397188,0.000599,63.201469,0.041584,0.042408,1.342228,-39.034535,0.9999959999999999,9.074797,1.434633,-56.859832,0.999999,9.176022,P
DRW101810771,0.280543,0.000592,71.351097,0.041549,0.033701,0.4714600000000001,0.000414,49.989747,0.041236,0.006163,1.36356,-32.529909,0.9999399999999999,9.075283,1.387574,-54.830087,0.999999,9.176047,P
DRW101810791,0.310295,0.000499,62.672275,0.041918,0.049797,0.279649,0.000557,54.21876700000001,0.041311,0.015529,1.353969,-36.420932,0.999985,9.075419,1.393508,-40.682806,1.0,9.174808,F
DRW101810801,0.268203,0.000535,74.569797,0.041664,0.049695,0.405261,0.000547,77.621418,0.041871,0.030145,1.369112,-27.154511,0.9999790000000001,9.075702,1.404004,-42.611205,0.999996,9.177562,P
DRW101810821,0.41253500000000004,0.000576,55.416276,0.041898000000000005,0.067228,0.450537,0.000913,103.013104,0.041863,0.023362,1.341034,-35.285964,0.9999889999999999,9.075911,1.392733,-40.446705,0.999998,9.174634,P
DRW101810841,0.22971399999999997,0.0006799999999999999,86.541576,0.041367,0.023801,0.280065,0.0005610000000000001,68.952763,0.041999,0.035211,1.337797,-38.756813,1.0,9.076081,1.386844,-44.762323,0.999969,9.178623,P
DRW111810231,0.436667,0.000801,48.351003999999996,0.042353,0.076067,0.353174,0.0007440000000000001,66.702833,0.041896,0.039877,1.358171,-32.35007,0.9999950000000001,9.076081,1.388662,-43.090193,0.999997,9.177798,F
DRW111810251,0.433733,0.000669,69.368803,0.042010000000000006,0.060706,0.361611,0.000659,57.116127,0.041514,0.032401,1.35277,-31.474509,0.9999809999999999,9.075987,1.375784,-43.157133,1.0,9.178401,P
DRW111810261,0.29911,0.000953,83.735158,0.041651,0.079713,0.299341,0.000556,91.784782,0.041775,0.032208999999999995,1.3489719999999998,-35.277173,0.9999979999999999,9.076524,1.376747,-40.603979,1.0,9.179063,P
DRW111810271,0.277471,0.0009140000000000001,88.412595,0.042134,0.058091,0.392408,0.000549,52.28874,0.041828,0.037391,1.35161,-34.492275,1.0,9.074866,1.379572,-40.849882,0.99999,9.178431,P
DRW101810851,0.305307,0.000468,77.965521,0.041651,0.014527000000000003,0.26668800000000004,0.000816,51.490254,0.041191000000000005,0.040404,1.3556620000000001,-35.667035999999996,1.0,9.075348,1.384188,-39.93031,0.999999,9.174965,P
DRW111810011,0.23736300000000002,0.000488,100.70074100000001,0.041551,0.031301,0.403231,0.000607,49.255572,0.041546,0.041821,1.3467360000000002,-35.453982,0.999999,9.076467,1.394207,-39.363317,0.999998,9.177779,P
DRW111810021,0.37845100000000004,0.0006519999999999999,65.635053,0.041434,0.047272,0.370011,0.0006309999999999999,37.374405,0.041705,0.021898,1.353772,-30.944415000000003,1.0,9.075309,1.397882,-39.67907,0.999999,9.175993,P
